,jobUrl,job title,company_name,position,Level,Year of Exp,Hiring,Salary,Sex,Age,Term,Function/Category,Industry,Qualification,Language,Location,Job Description,Job Requirement,Company Profile,Publish Date,Closing Date,Contact Info
0,https://www.camhr.com/a/job/10013541,ជាងកាត់សក់ មនុស្សប្រុស (10​ នាក់),BEES-GROUP,ជាងកាត់សក់ មនុស្សប្រុស (10​ នាក់),~,1,1,Negotiable ,~,Age Unlimited,"
          Full Time
        ","
          Design
        ","
          Cosmetics & Beauty
        ","
          Others
        ","
          English-- Good
        ","
          Phnom Penh
        ","  ​​  ​​   ​  លក្ខខណ្ឌ័នៃជាងកាត់សក់
1​​ មានបទពិសោធន៏ក្នុងការកាត់សក់យ៉ាងតិចមួយឆ្នាំ
2 មានការឆ្នៃរចនាម៉ូតសក់
3​ អាចនិយាយភាសាអង់គ្លេសបាន","-​ មានភាពរួសរាយរាក់ទាក់
- ស្មោះត្រង់
- មានចរិយាសម្បត្តិសមរម្យ
- ឧស្សាហ៏ព្យាយាម
- មានការស្រាវជ្រាវ
- មានការឆ្នៃប្រឌិត","   BEES-GROUP is a group of students who from the different Universities in Cambodia, was made of date 11 December 2013. Mr. Mom Seyla, the leader of the group and it has more than 100 members to join in this group. In purpose to reduce unemployment in Cambodia and to cooperate business partners with local and international Countries around the world.
Our Services:
- Hotel Booking
Booking hotels for Customers all different locations in Cambodia and online booking for around the world.
- Transportation
We will rent the buses, cars, motors, etc for Customers who need.
- Tourism Guide
We have many translators from many Universities who have skill in Translation to guide all tourists who visit in Cambodia for Short time and long time as a vacation. 
- Designing & Decoration or Production Services:
Website Designing 
Logo Design 
Banner Design  
Brand name company Design
Building Drawing or Design Master Plan 
- Personal Consultant
- Typing Articles ( Typing all Kinds of Documents)
- Business Training Program 
- Translation & Languages  
- English Training 
- Real Estate Management Services 
- Registration Company from Ministry of the Royal Government Services:
Corporate Structures
Memo/Articles of Association
Tax/Vat Registration, Partnership Registration
Public Company Registration
Branch/Rep Office Registration
- Finance, Accounting & Auditing Service: 
- Future Project Production & Spot Advertising Services 
- Agriculture Project Exporting Services
- Soap Wash Plate Distributor & All kinds of Soap
- Distributors of Products Technology: 5 years  warranty ",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Mr. Seyla HR Manager 098 60 70 45   54E1, St. 586, Sangkat Boeung Kok II, Khan Toul Kok, Phnom Penh  098 60 70 45  "
1,https://www.camhr.com/a/job/10013540,RECEPTIONIST ,Saem Siemreap Hotel,RECEPTIONIST ,Entry Level,1,2,Negotiable ,Male,Age Unlimited,"
          Full Time
        ","
          Hotel/Hospitality
        ","
          Hotel/Hospitality
        ","
          High School
        ","
          English-- Good
        ","
          Siem Reap
        ","Contact Information

Contact Person:Admin/HR Department
Phone: 063 763 711, 097 501 2077
Email: admin@saemsiemreaphotel.com
Website: www.saemsiemreaphotel.com
Address: Krom 6, Phoum Sala Kanseng, Sangkat Svay Dangkum, Siem Reap, Cambodia","-At least High School Diploma or local equivalent
-Relevant experience in a Facilities/Receptionist related role, 1-2 years experience preferred.
-Proactive and helpful.
-Have a pleasant and efficient manner
-Good writing and verbal communication Skill
-Be able to multitask and work well under pressure
-Be able to work independently
-Discreet with personal or confidential information.
-Computer literate including word processing, internet & e-mail","Saem Siemreap Hotel is equipped with premium room amenities and facilities and services, according to Hotel Five Star Standard. Its elegant and unique Khmer architecture is boosted with cool and fresh air, flower fragrance and a salt-water pool at the center. Every service point is just a few steps away to give its residents perfect convenience in a relaxed atmosphere.

This hotel is a newly opened 78-room luxury property just 5 minutes from the national museum, night market and pub streets and about 7 km drive from the airport and the Angkor UNESCO Heritage Site. It is designed and professionally operated to provide its residents excellence in care and hospitality.",Publish Date：Dec-03-2013,Closing Date：Jan-02-2014,"Contact Information Admin/HR Department   097 501 2077 Krom 6, Phoum Sala Kanseng, Sangkat Svay Dangkum, Siem Reap, Cambodia  097 501 2077"
2,https://www.camhr.com/a/job/10013539,Tractor Sales Manager,United Mercury Group,Tractor Sales Manager,Senior,3,1,Negotiable ,~,28 ~ 35,"
          Full Time
        ","
          Management
        ","
          Trading
        ","
          Master Degree
        ","
          English-- Excellent
        ","
          Phnom Penh
        ","1.Maintaining and increasing sales of your company's products
2.Reaching the targets and set the goals
3.Establishing, maintaining and expanding your     customer base
4.Servicing the needs of your existing customers
5.Increasing business opportunities through various routes to market
5.Setting sales targets for individual reps and your team as a whole
6.Recruiting and training sales staff 
7.Allocating areas to sales representatives
8.Developing sales strategies and setting targets
9.Monitoring your team's performance and motivating them to reach targets
10.Compiling and analysing sales figures
11.Possibly dealing with some major customer accounts yourself
12.Collecting customer feedback and market research
13.Reporting to country managers
14.Keeping up to date with products and competitors
","-Excellent sales and negotiation skills
-Good business sense
-The ability to motivate and lead a team
-Initiative and enthusiasm
-Excellent communication and 'people skills'
-Good planning and organisational skills
-The ability to work calmly under pressure
-Good IT, budget and report writing skills
-A full driving licence
-Foreign language skills are increasingly useful
","United Mercury Group (UMG) is a fast growing heavy equipment solution provider in Cambodia. Understanding of customer needs, prudent management, and extensive coverage across Cambodia, UMG not only survived the crisis, but also successfully grew its business exponentially through the years. We offer market leading products such as Volvo Construction Equipment (VCE), SDLG, LS Tractor, UD Truck, Sinomach, Schwing Stetter, JMC Light Trucks, Airman, Baifa Generator, Furukawa, Dong Feng Truck and Tsurumi Pump. Our business revolves around customer satisfaction. We choose to provide more than just simply selling quality construction equipment , instead our services cover their other needs as well. Our address: #48 National Road no 4 Sangkat Chomchao Khan Posenchey Phnom Penh
",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Srey Pove  010300895/067799087 #48 National Road No4, Sangkat Chomchao, Khan Posenchey, Phnom Penh.  010300895/067799087"
3,https://www.camhr.com/a/job/10013538,Marketing Executive,"Askap Gold Investment Co.Ltd.,",Marketing Executive,Middle,1,15,$1000-$2000,Female ,20 ~ 35,"
          Full Time
        ","
          Marketing
        ","
          Banking & Finance
        ","
          Bachelor Degree
        ","
          English-- Good
        ","
          Phnom Penh
        ","Askap Gold Investment Co., Ltd is an International Financial Consultant Firm with offices in Indonesia, Singapore, Vietnam, Laos, Thailand, China and Japan. We are dealing with Physical Gold and Margin Trading. As our company is growing, we are looking for the talent persons with strong commitment in financial market to fill positions below:","Responsibilities

•	Will be responsible for selling physical Gold and Forex to clients.
•	Provide recommendations on specific investment that best suits client portfolio.
•	Good promotional prospects to Management levels.
•	Annual income (Salary, commission, incentive, and bonuses).
•	Overseas Opportunities work Overseas.
•	Like challenge
•	Strong interpersonal, leading team, negotiation and communicate skills.   
•	Gather, monitor and evaluate economic situation effected on the value of currency pair.
Requirement
•	At least 20 years of age and above.
•	Strong communication skill both internal and external and be able to work as a team.
•	Extensive business contacts.
•	Be a friendly person, and understand well customer relation.
•	Strong commitment, self-motivation, and willing to learn from Company by participating seminars, training programs. 
•	Hard-working without much supervision.
•	Computer knowledge (Microsoft office, internet & E-mail).

How to Apply
Interest candidate, please submit your CV with a cover letter to Mr. Chi Many
E-mail: chi.many@yahoo.com, Tel: 089 600 416
Address: PGCT Center, 2nd floor, St. 274, Sk. Tonle Bassac, K. Cham Kamon Phnom Penh.
Website: www.askapgold.com
Note: Only Short-listed Candidates will be contact for interview.
","Askap Gold Investment Co., Ltd is an International Financial Consultant Firm with offices in Indonesia, Singapore, Vietnam, Laos, Thailand, China and Japan. We are dealing with Physical Gold and Margin Trading.",Publish Date：Dec-02-2013,Closing Date：Invalid date,"Contact Information Mr.Chi many Marketing Manager 089600416 PGCT Center, 2nd floor, St. 274, Sk. Tonle Bassac, K. Cham Kamon Phnom Penh  089600416"
4,https://www.camhr.com/a/job/10013537,Truck Controller -  ( better salary & good environment ) ),"Chip Mong Group Co., Ltd",Truck Controller -  ( better salary & good environment ) ),~,1,2,Negotiable ,~,Age Unlimited,"
          Full Time
        ","
          Administration
        ","
          Trading
        ","
          Bachelor Degree
        ","
          English-- Good
        ","
          Phnom Penh
        ","•	Assist in controlling and monitoring all trucks of Chip Mong Group 
•	Make sure that all logistics activities are arranged properly
•	Make sure that the goods are delivered with the right quantities, to the right location and be on time
•	Involve in trainings the traffic law and truck maintenance to all drivers
•	Assist in controlling all transporting goods from warehouses to customers
•	Assist in controlling the movement of trucks to make sure that all drivers obey traffic law and the Company’s policies
•	Find trucks from suppliers in order to deliver the goods on time if needed
•	Assist in controlling, monitoring and evaluation all drivers performance  
•	Assist in controlling GPS System on all trucks
•	Cooperate with other divisions/departments of the Company
•	Perform other duties as assigned from Senior Officer.
","• Male only
• Bachelor degree holder in Business Administration or related field
• Good communication in English both spoken and written
• Proficiency in Microsoft Office Suite, such Ms. Word, Excel, Internet and Email, etc.
• At least 1 year experience with this position or related position
• Willing to work under pressure, and flexible environment
• To be honest, hard-working, patient, reliable, ect.

We offer attractive remuneration and fringe benefits including year-end double pay, meal, insurance, pension, child allowance, and annual leave, as well as excellent career development opportunities in our exciting environment to the right candidate.


Interested parties, please apply with your full resume with covering letter and a current 4x6 photo, stating current and expected salary, to hr@chipmonggroup.com or our address at P.O. Box 137, 137B, Mao Tse Toung Blvd., Sangkat Boeung Keng Kang III, Khan Chamkarmon, Phnom Penh, Cambodia, is available at www.chipmonggroup.com or Tel: 017 593 222

","Since its founding in 1982, Chip Mong has focused extensively on the changing needs of the society and the strengthening of its relationships with business communities, both domestically and internationally. In recent years, Chip Mong has experienced tremendous growth and evolved into one of the largest groups of companies in the country, comprising seven wholly-owned subsidies, three joint-ventures, and two hotel projects. Chip Mong’s businesses include construction and materials, consumers goods, property development, beverages, general industrials, hospitality, retail and feed. The Company also offers a vast array of consumer products from well-known manufacturers throughout the region.",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information HR Department  017 593 222 P.O Box 137, #137B, Mao Tse Tung Blvd, Sangkat Boeung Keng Kang III, Khan Chamkarmorn, Phnom Penh Cambodia.  017 593 222"
5,https://www.camhr.com/a/job/10013536,Marketing Executive,STR CAMBODIA,Marketing Executive,Senior,2,1,Negotiable ,Male,25 ~ 45,"
          Full Time
        ","
          Hotel/Hospitality
        ","
          Hotel/Hospitality
        ","
          Master Degree
        ","
          English-- Excellent
        ","
          Phnom Penh
        ","
","TR Cambodia is looking for the Marketing Executive. 

","STR CAMBODIA are supplying the cleaning machine, cleaning chemical, High rise safety equipment ( Petzl branch), Laundry Machine.....",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Mr. Heng samnang Operation Director 016619619 #169, Street 105, Sangkat Toul Tum Pong, Khan Chamkamorn, Phnom Penh.  016619619"
6,https://www.camhr.com/a/job/10013535,អ្នកដឹកជញ្ជូន (បន្ទាន់),"RATANAK SAMBATH CO.,LTD",អ្នកដឹកជញ្ជូន (បន្ទាន់),Entry Level,~,2,Negotiable ,Male,Age Unlimited,"
          Full Time
        ","
          Driver/Security
        ","
          Wholesale/Retail
        ","
          Others
        ","
          ~
        ","
          Phnom Penh
        ","Vacancy Type:Work Experience:1Age:20 35      
","លក្ខ័ណជ្រើសរើស៖
-	មានអាយុចាប់ពី ២០ឆ្នាំ ដល់ ៣៥ឆ្នាំ
-	ចេះសរសេរ និង អានភាសាខ្មែរ
-	មានភាពរស់រាយរាកទាក់ និង មានការសហការគ្នាបានល្អក្នុងការបំពេញការងារ
-	មានរូបសម្បត្តិសមរម្យ
-	មានភាពអំណត់អត់ធ្មត់ ឧស្សាហ៌ព្យាយាម ស្មោះត្រង់ និង ចេះស្រលាញ់ការងារ ។
-	មានប័ណ្ណបើកបររថយន្ត , មានបទពិសោធន៌ក្នុងការបើកបរ និង ទទួលបានអតិភាពខ្ពស់ ក្នុង ការជ្រើសរើស។                                                                               ទទួលបានប្រាក់បៀរវត្សន៌ ចាប់ ពី ១១០ដុល្លារ ដល់ ១៥០ដុល្លារក្នុង១ខែ នឹង​មានប្រាក់លើកទឹកចិត្តបន្ថែមទៀត
","RATANAKSAMBATH is a material supplies company for decorating home as a modernization or as a traditional style. We have fluently skill in supplying equipment for designing home including Electronic Light, Paint, and Flower and also supply for construction project by customer requirement with high quality and carefully. Our company focusing on designing and choosing all kinds of product for replying to all situations of standards of living. Absolutely, our company knows that customers want to get the product with good quality and acceptable price, therefore; in order to get all useful products RATANAK SAMBATH can fulfill the demand to all customers.

We ensure that customers will be please and confident to our services and qualities in using our products. There are many types of products for selecting and the types of our company’s products have specific model and colorful to fill the customer’s preference. Moreover, Electronic light, Paint and Flower respond to all economic demand in the world as a modernization.

COOPERATION
We have strongly cooperation with TANG PENG POR, TPP factory and D- furniture as a base of company in challenging in marketing. RATANAKSAMBATH promote itself to concentrate on quality and quantity which are effectiveness and efficiency requirement of the nations

VISION
Commit to solve on market’s demand which focus on the better product quality and fulfill of customer’s preference.

MISSION
To give experience to Cambodia people accepting as a package supply only in company with good quality of home designing and appropriate price.

PRODUCT OPTIONS
Modernization of electronic light
Traditionalize of electronic light
Wall painting
Concrete Painting
Steel Painting
Wood Painting
Skim coat 
Flower

Available in a wide range of finished products enable you to select the specific style and color base on your preference from light to Soft, from rich color to your premium of choices. And all are in highly economy types.",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Mr. Puthy  023 215 900 #138E-140AB, Mao Tse Tong Blvd, near Vanda Insitute  023 215 900"
7,https://www.camhr.com/a/job/10013534,Marketing Manager,Share Tea Cambodia ,Marketing Manager,Top,5,1,Negotiable ,~,20 ~ 30,"
          Full Time
        ","
          Marketing
        ","
          Food & Beverages
        ","
          Master Degree
        ","
          English-- Excellent
        ","
          Phnom Penh
        ","monitoring and analyzing market trends

studying competitors' products and services

exploring ways of improving existing products and services, and increasing profitability

identifying target markets and developing strategies to communicate with them

preparing and managing marketing plans and budgets
managing the production of promotional material

liaising with other internal departments such as sales and distribution

producing reports to monitor results

presenting findings and suggestions to company directors or other senior managers

travelling to trade shows, conferences and sales meetings

supporting and managing a marketing team.","have knowledge of a wide range of marketing techniques and concepts

be an excellent communicator

be able to respond well to pressure

think creatively

be interested in what motivates people","Share Tea Dining Business Corporate was founded in 1992 by Mr. Cheng Kai-Lung and we started off our business with to-go black tea and pearl milk tea drinks. With great comments and feedback from our customers Share Tea was known as good tea. Since then, we have expanded our branches all over the world and we have had great success as part of the tea-drinking sector.

In 1992, the very first shop of Share Tea opened in Taipei City; three years later, Share Tea Corporation was founded; in 1999, the franchise brand “CUP-BON” was established in Malaysia successfully; in 2004, the patent T-shaped bag was invented and became a new trend; in 2010, Share Tea first chain store was opened in Hong Kong which is famous for its marvelous cuisines and within a short period of time, 40 chain stores were opened all over Hong Kong and Macao; in 2011, we targeted Chinese markets including Beijing , Shanghai, Guangzhou and Shenzhen; also expanded our markets worldwide from Singapore, Malaysia, Philippines, Brunei and Australia to New York and even Dubai. The image of “a Sharetea drink in your hand” has imprinted in our customers’ minds which leads Sharetea Pearl Milk Tea to its success internationally.

The chairman of Lian-Fa International Sharetea, Cheng Kai-lung, has always seen himself as a leader in tea-drinking sector. Share Tea is the only beverage industry franchise corporation which is recognized as “Taiwan Good Chain Store” by Ministry of Economic Affairs, Taiwan for 6 consecutive years. We were the only pearl milk tea at the 2009 Taipei Deaflmpics and the only pearl milk tea brand that represented Taiwanese culture in R.O.C. 100th birthday celebration.

What we see ourselves in the future is to expand our market like a ripple with a new way of thinking which means health + tea drinks = healthy trend, and a new way of marketing which means creation + tea drinks=creative new fashion. Our mission is to introduce the world the most authentic Taiwanese tea-drinking",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Ms. Lim Sivly  Operation Director 012 445 665 Phnom Penh, Cambodia  012 445 665"
8,https://www.camhr.com/a/job/10013532,School Bus driver,Luxury International School ,School Bus driver,Entry Level,1,8,Negotiable ,Male,20 ~ 40,"
          Full Time
        ","
          Driver/Security
        ","
          Education
        ","
          High School
        ","
          English-- Fair
        ","
          Phnom Penh
        ",We need school bus driver to pick up students from their home to school and drop them after school.,"Graduate high school
can speak English 
Be honest
Be punctual

For interested candidates, please sent your CV and Cover Letter and recently photo to Learning International School, Building No. 524, Street 217 Chamkardoung (in Vimean Sopheak Mongkul Center), Sangkat Steung Meanchey, Khan Meanchey, Phnom Penh, Cambodia or via email: sitha.seang168@yahoo.com / info.vsmcenter@gmail.com (012 676665).
www.facebook.com/LearningInternationalSchool
",,Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,"Contact Information Sitha HR Manager 012676665 Building No. 524, Street Chamkardong (entrance to Borey Peng Hout), Sangkat Steung Meanchey, Khan Meanchey, Phnom Penh, Cambodia   012676665"
9,https://www.camhr.com/a/job/10013531,招聘 012-698400,CamHR Recruitment Group,招聘 012-698400,~,~,~,Negotiable ,~,Age Unlimited,"
          ~
        ","
          ~
        ","
          ~
        ","
          ~
        ","
          ~
        ","
          ~
        ",,,"
            1. Please register CamHR Account
            2. Apply for a job by clicking the 'Apply Now' button, please click
            
              Create CV，
            After create your CV, employers will review your CV online, Increase your job opportunities. Click Now
            Here，Learn how to register and post your CV!
          ",Publish Date：Dec-02-2013,Closing Date：Jan-01-2014,Contact Information N/A None    
